CCCCC[C@H](NC)c1c(O)cc(O)c2C(=O)C=C(Oc12)c3ccccc3 CN1CCCC[C@H]1c2c(O)cc(O)c3C(=O)C=C(Oc23)c4ccccc4
Cc1ccnc(NS(=O)(=O)c2cc(cs2)c3nc4ccccc4s3)c1 NS(=O)(=O)c1cc(cs1)c2nc3ccccc3s2
Nc1nc(NC2CCNCC2)sc1C(=O)c3cccc(F)c3 CNc1cccc(Nc2nc(N)c(s2)C(=O)c3cccc(F)c3)c1
CC(C)[C@@H](CO)Nc1nc(Nc2ccncn2)c3ncn(C(C)C)c3n1 CC(C)n1cnc2c(Nc3ccc(cc3)c4cncnc4)nc(NC(O)CCO)nc12
c1ccc2c(cccc2c1)c3cc4[nH]ccnc4n3 Oc1ccccc1c2cc3[nH]ccnc3n2
CCN(CC)Cc1cccc(NC(=O)Nc2cccc3C(=O)N4CCCCC4c23)n1 Oc1cccnc1NC(=O)Nc2cccc3C(=O)N4CCCCC4c23
Nc1nccc(n1)c2c[nH]c3c(cccc23)[N+](=O)[O-] Nc1nccc(n1)c2c[nH]c3ncccc23
CC(C)n1cnc2c(Nc3ccccn3)nc(Cl)nc12 CC(C)[C@@H](CO)Nc1nc(Nc2ccncc2)c3ncn(C(C)C)c3n1
FC(F)(F)c1ccc2[nH]c3c(CC(=O)Nc4cccnc34)c2c1 Brc1ccc2[nH]c3c(CC(=O)Nc4ccncc34)c2c1
Oc1cc2NC(=O)Cc3c([nH]c4ccc(Br)cc34)c2cc1O FC(F)(F)c1ccc2[nH]c3c(CC(=O)Nc4ccncc34)c2c1
O=C(Nc1ccc(cn1)c2ccccc2)Nc3cccc4C(=O)N5CCCCC5c34 FCc1ccnc(NC(=O)Nc2cccc3C(=O)N4CCCCC4c23)c1
CC(=O)Nc1cc(c2ccccc2)c(s1)c3nnc4SC(=S)Nn34 CC(=O)Nc1cc(C)c(s1)c2nnc3sc(nn23)c4cccc(c4)[N+](=O)[O-]
COc1ccc(cc1)C(=O)c2sc(Nc3ccccn3)nc2N CN(C)c1ccc(Nc2nc(N)c(s2)C(=O)c3cccc(F)c3)cc1
N#Cc1ccc(cc1)c2cc3[nH]ccnc3n2 Oc1ccc(cc1)c2cc3[nH]ccnc3n2
CO[C@@H]1CCN2[C@@H](C1)c3c(NC(=O)Nc4cccc(C)n4)cccc3C2=O O=C(Nc1cc[nH]n1)Nc2cccc3C(=O)N4CCCCC4c23
CCCNC1=N\C(=C/c2ccc3OCOc3c2)\C(=O)N1 O=C1NC(=N/C/1=C\c2ccc3OCOc3c2)Nc4ccccc4
CC(C)n1cnc2c(Nc3cccc(c3)c4ncccn4)nc(Cl)nc12 CC(C)[C@H](CO)Nc1nc(Nc2ccnnc2)c3ncn(C(C)C)c3n1
Nc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1 O=C1Cc2c([nH]c3ccncc23)c4ccccc4N1
CS(=O)(=O)c1ccc(cc1)c2cncc(n2)c3cc4ccc(O)cc4[nH]3 Oc1ccc(cc1)c2cncc(c2)c3cc4ccc(O)cc4[nH]3
O=C1Cc2c([nH]c3ccccc23)c4ncccc4N1 Clc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1
CC(C)n1cnc2c(Nc3ccnnc3)nc(Cl)nc12 CC[C@H](CO)Nc1nc(Nc2ccncc2)c3ncn(C(C)C)c3n1
Nc1nccc(n1)c2c[nH]c3c(cccc23)[N+](=O)[O-] Nc1nccc(n1)c2c[nH]c3nccc(Cl)c23
[O-][N+](=O)c1ccc2[nH]c3c(CC(=Nc4ccccc34)S)c2c1 COc1cc2NC(=O)Cc3c([nH]c4ccc(cc34)[N+](=O)[O-])c2cc1OC
CC(=O)Nc1cc(c2ccccc2)c(s1)c3nnc4S\C(=C/c5ccccc5)\C(=Nn34)c6cc(F)c(Cl)cc6Cl CC(=O)Nc1cc(c2ccccc2)c(s1)c3nnc(S)n3N
O=C(Nc1cc(on1)c2ccccc2)Nc3cccc4C(=O)N5CCCCC5c34 Cc1cccnc1NC(=O)Nc2cccc3C(=O)N4CCCCC4c23
O=C(Nc1cccc2C(=O)N3CCCCC3c12)Nc4nc5ccccc5s4 O=Cc1cccc(NC(=O)Nc2cccc3C(=O)N4CCCCC4c23)n1
Nc1ccc(Cl)cc1c2cnc3ccc(Cl)nn23 FC(F)(F)c1cccc(c1)c2cnc3ccc(Cl)nn23
FC(F)(F)c1ccc2[nH]c3c(CC(=O)Nc4ncccc34)c2c1 Clc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1
CC(=O)Nn1c(Cc2c3CCCCc3sc2NCCC(=O)O)nnc1SCc4nnc(S)n4N ClCC(=O)NNC(=O)CSc1nnc(Cc2c3CCCCc3sc2NC(=O)c4ccccc4)n1NC(=O)c5ccccc5
CC(=O)Nc1cc(C)c(s1)c2nnc3S\C(=C/c4cccc(c4)[N+](=O)[O-])\C(=Nn23)c5cc(F)c(Cl)cc5Cl CC(=O)Nc1cc(C)c(s1)c2nnc3sc(nn23)c4cccc(c4)[N+](=O)[O-]
OC1=C(Oc2cc(O)cc(O)c2C1=O)c3ccc(O)cc3 Oc1cc(O)c2C(=O)c3c(O)ccc(O)c3Oc2c1
Nc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1 [O-][N+](=O)c1ccc2[nH]c3c(CC(=O)Nc4ccc(Br)cc34)c2c1
CC(C)c1c([nH]c2nccnc12)c3ccc(Cl)cc3 COc1ccc(cc1)c2[nH]c3nccnc3c2C
CC(=O)Nc1cc(c2ccccc2)c(s1)c3nnc4SC(=S)Nn34 CC(=O)Nc1cc(C)c(s1)c2nnc3sc(nn23)c4ccccc4
O=C(NN1CCOCC1)Nc2csc(n2)c3ccccc3 O=C(Nc1ccccn1)Nc2csc(n2)c3ccncc3
CC(C)n1c(nc2c(Nc3ccncn3)ncnc12)C(CO)CO CC(C)n1c(nc2c(Nc3cncnc3)ncnc12)C(CO)CO
c1ccc(nc1)c2cc3[nH]ccnc3n2 c1c[nH]c2cc(nc2n1)c3ccsc3
Cc1cc(NC(=O)CCl)sc1c2nnc3S\C(=C/c4cccc(c4)[N+](=O)[O-])\C(=Nn23)c5cc(F)c(Cl)cc5Cl Cc1cc(NC(=O)CCl)sc1c2nnc3sc(nn23)c4cccc(c4)[N+](=O)[O-]
Oc1ccc2oc3C(=O)NCCCc3c2c1 Oc1ccc2OC(=O)c3[nH]c4ccc(O)cc4c3c2c1
